Name	Name1	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added
S52.562R	S52562R	Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.562	S52.562R	S52562R Barton's fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.562S	S52562S	Barton's fracture of left radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.562	S52.562S	S52562S Barton's fracture of left radius, sequela	1
S52.569	S52569	Barton's fracture of unspecified radius	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569		NA	0
S52.569A	S52569A	Barton's fracture of unspecified radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569A	S52569A Barton's fracture of unspecified radius, initial encounter for closed fracture	1
S52.569B	S52569B	Barton's fracture of unspecified radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569B	S52569B Barton's fracture of unspecified radius, initial encounter for open fracture type I or II	1
S52.569C	S52569C	Barton's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569C	S52569C Barton's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.569D	S52569D	Barton's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569D	S52569D Barton's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing	1
S52.569E	S52569E	Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569E	S52569E Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.569F	S52569F	Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569F	S52569F Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.569G	S52569G	Barton's fracture of unspecified radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569G	S52569G Barton's fracture of unspecified radius, subsequent encounter for closed fracture with delayed healing	1
S52.569H	S52569H	Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569H	S52569H Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.569J	S52569J	Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569J	S52569J Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.569K	S52569K	Barton's fracture of unspecified radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569K	S52569K Barton's fracture of unspecified radius, subsequent encounter for closed fracture with nonunion	1
S52.569M	S52569M	Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569M	S52569M Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.569N	S52569N	Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569N	S52569N Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.569P	S52569P	Barton's fracture of unspecified radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569P	S52569P Barton's fracture of unspecified radius, subsequent encounter for closed fracture with malunion	1
S52.569Q	S52569Q	Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569Q	S52569Q Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with malunion	1
S52.569R	S52569R	Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569R	S52569R Barton's fracture of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.569S	S52569S	Barton's fracture of unspecified radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.56	S52.569	S52.569S	S52569S Barton's fracture of unspecified radius, sequela	1
S52.57	S5257	Other intraarticular fracture of lower end of radius	Root	S00-T88	S50-S59	S52	S52.5	S52.57			NA	0
S52.571	S52571	Other intraarticular fracture of lower end of right radius	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571		NA	0
S52.571A	S52571A	Other intraarticular fracture of lower end of right radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571A	S52571A Other intraarticular fracture of lower end of right radius, initial encounter for closed fracture	1
S52.571B	S52571B	Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571B	S52571B Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II	1
S52.571C	S52571C	Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571C	S52571C Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.571D	S52571D	Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571D	S52571D Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing	1
S52.571E	S52571E	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571E	S52571E Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.571F	S52571F	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571F	S52571F Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.571G	S52571G	Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571G	S52571G Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with delayed healing	1
S52.571H	S52571H	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571H	S52571H Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.571J	S52571J	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571J	S52571J Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.571K	S52571K	Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571K	S52571K Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with nonunion	1
S52.571M	S52571M	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571M	S52571M Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.571N	S52571N	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571N	S52571N Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.571P	S52571P	Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571P	S52571P Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with malunion	1
S52.571Q	S52571Q	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571Q	S52571Q Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with malunion	1
S52.571R	S52571R	Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571R	S52571R Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.571S	S52571S	Other intraarticular fracture of lower end of right radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.571	S52.571S	S52571S Other intraarticular fracture of lower end of right radius, sequela	1
S52.572	S52572	Other intraarticular fracture of lower end of left radius	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572		NA	0
S52.572A	S52572A	Other intraarticular fracture of lower end of left radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572A	S52572A Other intraarticular fracture of lower end of left radius, initial encounter for closed fracture	1
S52.572B	S52572B	Other intraarticular fracture of lower end of left radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572B	S52572B Other intraarticular fracture of lower end of left radius, initial encounter for open fracture type I or II	1
S52.572C	S52572C	Other intraarticular fracture of lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572C	S52572C Other intraarticular fracture of lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.572D	S52572D	Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572D	S52572D Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with routine healing	1
S52.572E	S52572E	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572E	S52572E Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.572F	S52572F	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572F	S52572F Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.572G	S52572G	Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572G	S52572G Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with delayed healing	1
S52.572H	S52572H	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572H	S52572H Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.572J	S52572J	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572J	S52572J Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.572K	S52572K	Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572K	S52572K Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with nonunion	1
S52.572M	S52572M	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572M	S52572M Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.572N	S52572N	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572N	S52572N Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.572P	S52572P	Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572P	S52572P Other intraarticular fracture of lower end of left radius, subsequent encounter for closed fracture with malunion	1
S52.572Q	S52572Q	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572Q	S52572Q Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type I or II with malunion	1
S52.572R	S52572R	Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572R	S52572R Other intraarticular fracture of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.572S	S52572S	Other intraarticular fracture of lower end of left radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.572	S52.572S	S52572S Other intraarticular fracture of lower end of left radius, sequela	1
S52.579	S52579	Other intraarticular fracture of lower end of unspecified radius	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579		NA	0
S52.579A	S52579A	Other intraarticular fracture of lower end of unspecified radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579A	S52579A Other intraarticular fracture of lower end of unspecified radius, initial encounter for closed fracture	1
S52.579B	S52579B	Other intraarticular fracture of lower end of unspecified radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579B	S52579B Other intraarticular fracture of lower end of unspecified radius, initial encounter for open fracture type I or II	1
S52.579C	S52579C	Other intraarticular fracture of lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579C	S52579C Other intraarticular fracture of lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.579D	S52579D	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579D	S52579D Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with routine healing	1
S52.579E	S52579E	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579E	S52579E Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.579F	S52579F	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579F	S52579F Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.579G	S52579G	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579G	S52579G Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with delayed healing	1
S52.579H	S52579H	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579H	S52579H Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.579J	S52579J	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579J	S52579J Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.579K	S52579K	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579K	S52579K Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with nonunion	1
S52.579M	S52579M	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579M	S52579M Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.579N	S52579N	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579N	S52579N Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.579P	S52579P	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579P	S52579P Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for closed fracture with malunion	1
S52.579Q	S52579Q	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579Q	S52579Q Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion	1
S52.579R	S52579R	Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579R	S52579R Other intraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.579S	S52579S	Other intraarticular fracture of lower end of unspecified radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.57	S52.579	S52.579S	S52579S Other intraarticular fracture of lower end of unspecified radius, sequela	1
S52.59	S5259	Other fractures of lower end of radius	Root	S00-T88	S50-S59	S52	S52.5	S52.59			NA	0
S52.591	S52591	Other fractures of lower end of right radius	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591		NA	0
S52.591A	S52591A	Other fractures of lower end of right radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591A	S52591A Other fractures of lower end of right radius, initial encounter for closed fracture	1
S52.591B	S52591B	Other fractures of lower end of right radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591B	S52591B Other fractures of lower end of right radius, initial encounter for open fracture type I or II	1
S52.591C	S52591C	Other fractures of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591C	S52591C Other fractures of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.591D	S52591D	Other fractures of lower end of right radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591D	S52591D Other fractures of lower end of right radius, subsequent encounter for closed fracture with routine healing	1
S52.591E	S52591E	Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591E	S52591E Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.591F	S52591F	Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591F	S52591F Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.591G	S52591G	Other fractures of lower end of right radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591G	S52591G Other fractures of lower end of right radius, subsequent encounter for closed fracture with delayed healing	1
S52.591H	S52591H	Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591H	S52591H Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.591J	S52591J	Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591J	S52591J Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.591K	S52591K	Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591K	S52591K Other fractures of lower end of right radius, subsequent encounter for closed fracture with nonunion	1
S52.591M	S52591M	Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591M	S52591M Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.591N	S52591N	Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591N	S52591N Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.591P	S52591P	Other fractures of lower end of right radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591P	S52591P Other fractures of lower end of right radius, subsequent encounter for closed fracture with malunion	1
S52.591Q	S52591Q	Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591Q	S52591Q Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with malunion	1
S52.591R	S52591R	Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591R	S52591R Other fractures of lower end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.591S	S52591S	Other fractures of lower end of right radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.591	S52.591S	S52591S Other fractures of lower end of right radius, sequela	1
S52.592	S52592	Other fractures of lower end of left radius	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592		NA	0
S52.592A	S52592A	Other fractures of lower end of left radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592A	S52592A Other fractures of lower end of left radius, initial encounter for closed fracture	1
S52.592B	S52592B	Other fractures of lower end of left radius, initial encounter for open fracture type I or II	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592B	S52592B Other fractures of lower end of left radius, initial encounter for open fracture type I or II	1
S52.592C	S52592C	Other fractures of lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592C	S52592C Other fractures of lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC	1
S52.592D	S52592D	Other fractures of lower end of left radius, subsequent encounter for closed fracture with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592D	S52592D Other fractures of lower end of left radius, subsequent encounter for closed fracture with routine healing	1
S52.592E	S52592E	Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592E	S52592E Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with routine healing	1
S52.592F	S52592F	Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592F	S52592F Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	1
S52.592G	S52592G	Other fractures of lower end of left radius, subsequent encounter for closed fracture with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592G	S52592G Other fractures of lower end of left radius, subsequent encounter for closed fracture with delayed healing	1
S52.592H	S52592H	Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592H	S52592H Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with delayed healing	1
S52.592J	S52592J	Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592J	S52592J Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	1
S52.592K	S52592K	Other fractures of lower end of left radius, subsequent encounter for closed fracture with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592K	S52592K Other fractures of lower end of left radius, subsequent encounter for closed fracture with nonunion	1
S52.592M	S52592M	Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592M	S52592M Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with nonunion	1
S52.592N	S52592N	Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592N	S52592N Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	1
S52.592P	S52592P	Other fractures of lower end of left radius, subsequent encounter for closed fracture with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592P	S52592P Other fractures of lower end of left radius, subsequent encounter for closed fracture with malunion	1
S52.592Q	S52592Q	Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592Q	S52592Q Other fractures of lower end of left radius, subsequent encounter for open fracture type I or II with malunion	1
S52.592R	S52592R	Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592R	S52592R Other fractures of lower end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	1
S52.592S	S52592S	Other fractures of lower end of left radius, sequela	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.592	S52.592S	S52592S Other fractures of lower end of left radius, sequela	1
S52.599	S52599	Other fractures of lower end of unspecified radius	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599		NA	0
S52.599A	S52599A	Other fractures of lower end of unspecified radius, initial encounter for closed fracture	Root	S00-T88	S50-S59	S52	S52.5	S52.59	S52.599	S52.599A	S52599A Other fractures of lower end of unspecified radius, initial encounter for closed fracture	1
